"filename"	"CT_General"	"CT_Subtype"	"BTO"	"factor"	"factorGeneID"	"GSE"	"GSM"	"exp_type"
"Jmjd6_GSM1004840_Th17_wt_48h_T_Cells"	"T-Cells"	"[PC] Th17"	""	"Kdm6b"	216850	"GSE40918"	"GSM1004840 "	"tf"
"JunB_GSM1022318_UT_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Junb"	16477	"GSE38377"	"GSM1022318"	"tf"
"JunB_GSM1022319_LPS_4h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Junb"	16477	"GSE38377"	"GSM1022319"	"tf"
"JunB_GSM978769_WJL2012_095_Th17-Cells"	"T-Cells"	"[PC] Th17"	""	"Junb"	16477	"GSE39756"	"GSM978769"	"tf"
"JunD_GSM978771_WJL2012_097_Th17-Cells"	"T-Cells"	"[PC] Th17"	""	"Jund"	16478	"GSE39756"	"GSM978771"	"tf"
"Ldb1_GSM1055553_Flk1+_BL-CFCs"	"Hemangioblasts"	"[CL] Flk1 + blast colony-forming cells (BL-CFCs)"	""	"Ldb1"	16825	"GSE43044"	"GSM1055553"	"tf"
"Med1_GSM1038263_Pro_B_Cell"	"B-Cells"	"[CL] 38B9 Pro-B-cells"	""	"Med1"	19014	"GSE44288"	"GSM1038263"	"tf"
"Meis1_GSE33518_Myeloblastic_bone_marrow"	"Myeloid"	"[CL] HM2"	"BTO:0000740"	"Meis1"	17268	"GSE33518"	"GSM842248-51"	"tf"
"p300_GSE40463_WT_Th1_T_Cells"	"T-Cells"	"[PC] Th1 CD4+"	""	"Ep300"	328572	"GSE40463"	"GSM994508-529"	"tf"
"p300_GSE40463_WT_Th2_T_Cells"	"T-Cells"	"[PC] Th2 CD4+"	""	"Ep300"	328572	"GSE40463"	"GSM994516-533"	"tf"
"p300_GSE40918_Th0_wt_T_Cells"	"T-Cells"	"[PC] Th0"	"BTO:0002417"	"Ep300"	328572	"GSE40918"	"GSM1004841-2 "	"tf"
"p300_GSE40918_Th17_wt_T_Cells"	"T-Cells"	"[PC] Th17"	""	"Ep300"	328572	"GSE40918"	"GSM1004849-50 "	"tf"
"p300_GSM1004843_Th17_Stat3_++_CD4-Cre_48h_T_Cells"	"T-Cells"	"[PC] Th17 (Stat3 WT CD4-Cre)"	""	"Ep300"	328572	"GSE40918"	"GSM1004843 "	"tf"
"p300_GSM1004844_Th17_Stat3_flfl_CD4-Cre_48h_T_Cells"	"T-Cells"	"[PC] Th17 (Stat3 fl/fl CD4-Cre)"	""	"Ep300"	328572	"GSE40918"	"GSM1004844 "	"tf"
"p300_GSM1004845_Th17_Batf_++_48h_T_Cells"	"T-Cells"	"[PC] Th17"	""	"Ep300"	328572	"GSE40918"	"GSM1004845 "	"tf"
"p300_GSM1004846_Th17_Batf_--_48h_T_Cells"	"T-Cells"	"[PC] Th17 (Baft KO)"	""	"Ep300"	328572	"GSE40918"	"GSM1004846 "	"tf"
"p300_GSM1004847_Th17_IRF4_++_48h_T_Cells"	"T-Cells"	"[PC] Th17"	""	"Ep300"	328572	"GSE40918"	"GSM1004847 "	"tf"
"p300_GSM1004848_Th17_IRF4_--_48h_T_Cells"	"T-Cells"	"[PC] Th17 (IRF4 KO)"	""	"Ep300"	328572	"GSE40918"	"GSM1004848 "	"tf"
"p300_GSM1004851_Th17_RORg_wt_T_Cells"	"T-Cells"	"[PC] Th17"	""	"Ep300"	328572	"GSE40918"	"GSM1004851 "	"tf"
"p300_GSM1004852_Th17_RORg_ko_T_Cells"	"T-Cells"	"[PC] Th17 (RORg KO)"	""	"Ep300"	328572	"GSE40918"	"GSM1004852 "	"tf"
"Pax5_GSE38046_Mature_B-Cells"	"B-Cells"	"[PC] Mature-B-Cells (Pax5 Bio/Bio)"	"BTO:0000776"	"Pax5"	18507	"GSE38046"	"GSM932925-31 "	"tf"
"Pax5_GSE38046_Pro-B-Cells"	"B-Cells"	"[PC] Pro-B-Cells (Pax5 Bio/Bio; Rag2 KO)"	"BTO:0003104"	"Pax5"	18507	"GSE38046"	"GSM932921-24"	"tf"
"Pol2_GSM419052_Macrophages"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Pol2"	"na"	"GSE16723"	"GSM419052"	"tf"
"PU.1_GSE38377_UT_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Sfpi1"	20375	"GSE38377"	"GSM940924-5"	"tf"
"PU.1_GSM1022260_stat6ko_ctrl_UT_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage (Stat6 KO)"	""	"Sfpi1"	20375	"GSE38377"	"GSM1022260"	"tf"
"PU.1_GSM1022261_stat6ko_ctrl_IL4_4h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage (Stat6 KO)"	""	"Sfpi1"	20375	"GSE38377"	"GSM1022261"	"tf"
"PU.1_GSM1022262_stat6ko_UT_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage (Stat6 KO)"	""	"Sfpi1"	20375	"GSE38377"	"GSM1022262"	"tf"
"PU.1_GSM1022263_stat6ko_IL4_4h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage (Stat6 KO)"	""	"Sfpi1"	20375	"GSE38377"	"GSM1022263"	"tf"
"PU.1_GSM1022280_stat1ko_ctrl_UT_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage (Stat1 KO)"	""	"Sfpi1"	20375	"GSE38377"	"GSM1022280"	"tf"
"PU.1_GSM1022281_stat1ko_ctrl_IFNg_4h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage (Stat1 KO)"	""	"Sfpi1"	20375	"GSE38377"	"GSM1022281"	"tf"
"PU.1_GSM1022282_stat1ko_UT_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage (Stat1 KO)"	""	"Sfpi1"	20375	"GSE38377"	"GSM1022282"	"tf"
"PU.1_GSM1022283_stat1ko_IFNg_4h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage (Stat1 KO)"	""	"Sfpi1"	20375	"GSE38377"	"GSM1022283"	"tf"
"PU.1_GSM1022310_tc_IFNg_UT_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Sfpi1"	20375	"GSE38377"	"GSM1022310"	"tf"
"PU.1_GSM1022311_tc_IFNg_30min_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Sfpi1"	20375	"GSE38377"	"GSM1022311"	"tf"
"PU.1_GSM1022312_tc_IFNg_1h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Sfpi1"	20375	"GSE38377"	"GSM1022312"	"tf"
"PU.1_GSM1022313_tc_IFNg_2h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Sfpi1"	20375	"GSE38377"	"GSM1022313"	"tf"
"PU.1_GSM940926_LPS_4h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Sfpi1"	20375	"GSE38377"	"GSM940926"	"tf"
"PU.1_GSM940927_LPS_24h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Sfpi1"	20375	"GSE38377"	"GSM940927"	"tf"
"PU.1_GSM940928_IFNg_4h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Sfpi1"	20375	"GSE38377"	"GSM940928"	"tf"
"PU.1_GSM940929__IL4_4h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Sfpi1"	20375	"GSE38377"	"GSM940929"	"tf"
"PU.1_GSM940930_TNFa_4h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Sfpi1"	20375	"GSE38377"	"GSM940930"	"tf"
"PU.1_GSM940931_TGFb1_4h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Sfpi1"	20375	"GSE38377"	"GSM940931"	"tf"
"PU.1_GSM940932_IL1b_4h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Sfpi1"	20375	"GSE38377"	"GSM940932"	"tf"
"PU.1_GSM940933_MALP2_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Sfpi1"	20375	"GSE38377"	"GSM940933"	"tf"
"PU.1_GSM940934_CpG_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Sfpi1"	20375	"GSE38377"	"GSM940934"	"tf"
"PU1_GSM1031977_MSCVIRF8_Day3_Tot2_Myeloid"	"Myeloid progenitor cells"	"[CL] Tot2 (Irf8 KO)"	""	"Sfpi1"	20375	"GSE38824"	"GSM1031977"	"tf"
"RORg_GSE40918_Th17_wt_T_Cells"	"T-Cells"	"[PC] Th17"	""	"Rorc"	19885	"GSE40918"	"GSM1004855-6 "	"tf"
"RORg_GSM1004853_Th0_wt_T_Cells"	"T-Cells"	"[PC] Th0"	"BTO:0002417"	"Rorc"	19885	"GSE40918"	"GSM1004853 "	"tf"
"Stat1_GSM1022314_tc_IFNg_UT_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Stat1"	20846	"GSE38377"	"GSM1022314"	"tf"
"Stat1_GSM1022315_tc_IFNg_30min_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Stat1"	20846	"GSE38377"	"GSM1022315"	"tf"
"Stat1_GSM1022316_tc_IFNg_1h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Stat1"	20846	"GSE38377"	"GSM1022316"	"tf"
"Stat1_GSM1022317_tc_IFNg_2h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Stat1"	20846	"GSE38377"	"GSM1022317"	"tf"
"Stat1_GSM1022320_UT_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Stat1"	20846	"GSE38377"	"GSM1022320"	"tf"
"Stat1_GSM1022321_IFNg_4h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Stat1"	20846	"GSE38377"	"GSM1022321"	"tf"
"STAT1_GSM994528_WT_Th1_T_Cells"	"T-Cells"	"[PC] Th1 CD4+"	""	"Stat1"	20846	"GSE40463"	"GSM994528"	"tf"
"STAT3_GSE40918_Th17_RORg_ko_T_Cells"	"T-Cells"	"[PC] Th17 (RORg KO)"	""	"Stat3"	20848	"GSE40918"	"GSM1004864-6 "	"tf"
"STAT3_GSE40918_Th17_RORg_wt_T_Cells"	"T-Cells"	"[PC] Th17"	""	"Stat3"	20848	"GSE40918"	"GSM1004863-5 "	"tf"
"STAT3_GSE40918_Th17_wt_T_Cells"	"T-Cells"	"[PC] Th17"	""	"Stat3"	20848	"GSE40918"	"GSM1004860-1 "	"tf"
"STAT3_GSM1004858_Th17_wt_16h_T_Cells"	"T-Cells"	"[PC] Th17"	""	"Stat3"	20848	"GSE40918"	"GSM1004858 "	"tf"
"STAT3_GSM1004859_Th17_wt_3h_T_Cells"	"T-Cells"	"[PC] Th17"	""	"Stat3"	20848	"GSE40918"	"GSM1004859 "	"tf"
"STAT3_GSM671415_IL21_Dendritic"	"Dendritic"	"[PC] "	"BTO:0002042"	"Stat3"	20848	"GSE27161"	"GSM671415"	"tf"
"STAT3_GSM671416_IL21+GMCSF_Dendritic"	"Dendritic"	"[PC] "	"BTO:0002042"	"Stat3"	20848	"GSE27161"	"GSM671416"	"tf"
"Stat3_GSM978757_GA2002_WT_withIL21_CD4-Cells"	"T-Cells"	"[PC] CD4+"	""	"Stat3"	20848	"GSE39756"	"GSM978757"	"tf"
"Stat3_GSM978772_WJL2012_098_Th17-Cells"	"T-Cells"	"[PC] Th17"	""	"Stat3"	20848	"GSE39756"	"GSM978772"	"tf"
"STAT5B_GSM671418_GMCSF_Dendritic"	"Dendritic"	"[PC]"	"BTO:0002042"	"Stat5b"	20851	"GSE27161"	"GSM671418"	"tf"
"STAT5B_GSM671419_IL21+GMCSF_Dendritic"	"Dendritic"	"[PC]"	"BTO:0002042"	"Stat5b"	20851	"GSE27161"	"GSM671419"	"tf"
"Stat6_GSM1022301_tc_IL4_15min_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Stat6"	20852	"GSE38377"	"GSM1022301"	"tf"
"Stat6_GSM1022302_tc_IL4_30min_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Stat6"	20852	"GSE38377"	"GSM1022302"	"tf"
"Stat6_GSM1022303_tc_IL4_1h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Stat6"	20852	"GSE38377"	"GSM1022303"	"tf"
"Stat6_GSM1022304_tc_IL4_2h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Stat6"	20852	"GSE38377"	"GSM1022304"	"tf"
"Stat6_GSM1022305_tc_IL4_4h_BMDM"	"Macrophages"	"[PC] Bone Marrow Macrophage"	"BTO:0004732"	"Stat6"	20852	"GSE38377"	"GSM1022305"	"tf"
"V205G_GSM872894_MK-Progenitors"	"Megakaryocyte Progenitors"	"[CL] G1ME (Gata1-V205G)"	"BTO:0001164"	"Gata1 (V205G)"	14460	"GSE35644"	"GSM872894"	"tf"
"GSM1165493_Klf1"	"Erythroid"	"[PC] Erythroblast"	"BTO:0002731"	"Klf1"	16596	"GSE48020"	"GSM1165493"	"tf"
"GSM1133644_Hnf1a"	"Thymocytes"	"[PC]"	"BTO:0001372"	"Hnf1a"	21405	"GSE46662"	"GSM1133644"	"tf"
"GSM1131775_Foxo1"	"T-Cells"	"[PC] CD4+"	"BTO:0000782"	"Foxo1"	56458	"GSE46525"	"GSM1131775"	"tf"
"GSM587477_h3_38b9"	"B-Cells"	"[CL] 38B9 Pro-B-Cells"	"BTO:0003104"	"H3"	""	"GSE23830"	"GSM587477"	"histone"
"GSM1103355_Runx1"	"Megakaryocyte"	"[PC] Megakaryocytes"	"BTO:0001164"	"Runx1"	12394	"GSE45372"	"GSM1103355"	"tf"
"GSM1103356_Ep300"	"Megakaryocyte"	"[PC] Megakaryocytes"	"BTO:0001164"	"Ep300"	328572	"GSE45372"	"GSM1103356"	"tf"
"A500002_Erg"	"Leukaemia"	"[PC] Spleen cell"	"BTO:0001056"	"Erg"	13876	"GSE46554"	"GSM1132365"	"tf"
"A500005_Erg"	"Leukaemia"	"[PC] Spleen cell"	"BTO:0001056"	"Erg"	13876	"GSE46554"	"GSM1132367"	"tf"
"A500001_IgG"	"Leukaemia"	"[PC] Spleen cell"	"BTO:0001056"	"IgG"	""	"GSE46554"	"GSM1132366"	"control"
"A500004_IgG"	"Leukaemia"	"[PC] Spleen cell"	"BTO:0001056"	"IgG"	""	"GSE46554"	"GSM1132368"	"control"
"GSM730632_Runx1"	"Hematopoietic Progenitor Cells"	"[CL] ES cell derived CD41+"	"BTO:0000725"	"Runx1"	12394	"GSE29514"	"GSM730632"	"tf"
